ID;Name;Sex;Age;Height;Weight;Team;NOC;Games;Year;Season;City;Event;Medal
57428;Mustafa Karagll (-Karagol);M;23.0;183.0;64.0;Turkey;TUR;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
57539;Saidu Kargbo;M;25.0;150.0;48.0;Sierra Leone;SLE;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Flyweight;
57551;Faisal Karim;M;22.0;169.0;64.0;Pakistan;PAK;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
57562;Nurzhan Minzhasarovich Karimzhanov;M;20.0;173.0;64.0;Kazakhstan;KAZ;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
57562;Nurzhan Minzhasarovich Karimzhanov;M;24.0;173.0;64.0;Kazakhstan;KAZ;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
57828;Nurbek Kasenov;M;24.0;180.0;71.0;Kyrgyzstan;KGZ;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
57909;Nabil Kassel;M;20.0;182.0;75.0;Algeria;ALG;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
57909;Nabil Kassel;M;24.0;182.0;75.0;Algeria;ALG;2008 Summer;2008;Summer;Beijing;Boxing Men's Middleweight;
57937;Mujandjae Kasuto;M;22.0;170.0;75.0;Namibia;NAM;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
57937;Mujandjae Kasuto;M;26.0;170.0;75.0;Namibia;NAM;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
57964;Gyula Kt;M;22.0;177.0;64.0;Hungary;HUN;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
57964;Gyula Kt;M;26.0;177.0;64.0;Hungary;HUN;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
57964;Gyula Kt;M;30.0;177.0;64.0;Hungary;HUN;2012 Summer;2012;Summer;London;Boxing Men's Light-Welterweight;
57967;Kennedy Katende;M;23.0;178.0;81.0;Sweden;SWE;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Heavyweight;
57967;Kennedy Katende;M;31.0;178.0;81.0;Uganda;UGA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
58017;Jolly Katongole;M;18.0;168.0;48.0;Uganda;UGA;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
58026;Michael Alan Katsidis;M;20.0;170.0;60.0;Australia;AUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
58038;Thadius Katua;M;18.0;167.0;60.0;Papua New Guinea;PNG;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
58039;Aleksey Katulevsky;M;21.0;187.0;80.0;Kyrgyzstan;KGZ;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;
58118;Egidijus Kavaliauskas;M;20.0;176.0;69.0;Lithuania;LTU;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
58118;Egidijus Kavaliauskas;M;24.0;176.0;69.0;Lithuania;LTU;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
58150;Masatsugu Kawachi;M;22.0;178.0;67.0;Japan;JPN;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
58264;Sergey Nikolayevich Kazakov;M;24.0;168.0;48.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
58264;Sergey Nikolayevich Kazakov;M;28.0;168.0;48.0;Russia;RUS;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;Bronze
58317;Simon Kean;M;23.0;196.0;110.0;Canada;CAN;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;
58342;Endalkachew Kebede;M;23.0;158.0;48.0;Ethiopia;ETH;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
58357;Zohir Kedache;M;30.0;178.0;69.0;Algeria;ALG;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
58358;Nacer Keddam;M;23.0;168.0;51.0;Algeria;ALG;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
58465;Sebusiso Keketsi;M;19.0;160.0;48.0;Lesotho;LES;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
58484;Fatih Kele;M;22.0;175.0;60.0;Turkey;TUR;2012 Summer;2012;Summer;London;Boxing Men's Lightweight;
58582;"Joshua ""Josh"" Kelly";M;22.0;178.0;69.0;Great Britain;GBR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
58768;Abdel Hani Kenzi;M;26.0;181.0;75.0;Algeria;ALG;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
58768;Abdel Hani Kenzi;M;30.0;181.0;75.0;Algeria;ALG;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
59099;Al-Mehdi Al-Khalsi;M;22.0;;69.0;Morocco;MAR;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
59099;Al-Mehdi Al-Khalsi;M;26.0;;69.0;Morocco;MAR;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
59126;Pyotr Mukhamedovich Khamukov;M;25.0;177.0;81.0;Russia;RUS;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
59137;Ahmed Ali Khan;M;23.0;185.0;75.0;Pakistan;PAK;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
59140;Amir Iqbal Khan;M;17.0;178.0;60.0;Great Britain;GBR;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;Silver
59203;Kharkhuugiin Enkh-Amar;M;23.0;170.0;52.0;Mongolia;MGL;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
59213;Achraf Kharroubi;M;25.0;160.0;52.0;Morocco;MAR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
59220;Saida Uralovna Khasenova;F;25.0;169.0;;Kazakhstan;KAZ;2012 Summer;2012;Summer;London;Boxing Women's Lightweight;
59235;Khavazhi Akhmetovich Khatsigov;M;27.0;168.0;54.0;Belarus;BLR;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
59235;Khavazhi Akhmetovich Khatsigov;M;31.0;168.0;54.0;Belarus;BLR;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
59265;Utkirbek Khaydarov;M;26.0;186.0;72.0;Uzbekistan;UZB;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
59265;Utkirbek Khaydarov;M;30.0;186.0;72.0;Uzbekistan;UZB;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;Bronze
59282;Sami Khelifi;M;26.0;173.0;63.0;Tunisia;TUN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
59291;Bekzod Khidirov;M;22.0;168.0;57.0;Uzbekistan;UZB;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;
59394;Saleh Abdel Bary Khoulef Maksoud;M;25.0;178.0;64.0;Egypt;EGY;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
59394;Saleh Abdel Bary Khoulef Maksoud;M;29.0;178.0;64.0;Egypt;EGY;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
59403;Murat Petrovich Khrachov;M;21.0;173.0;60.0;Russia;RUS;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;Bronze
59496;Gilbert Khunwane;M;23.0;174.0;60.0;Botswana;BOT;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
59503;Teimuraz Khurtsilava;M;20.0;171.0;54.0;Georgia;GEO;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
59504;Sherzod Khusanov;M;20.0;180.0;69.0;Uzbekistan;UZB;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
59504;Sherzod Khusanov;M;24.0;180.0;69.0;Uzbekistan;UZB;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
59518;Yevhen Ihorovych Khytrov;M;23.0;179.0;75.0;Ukraine;UKR;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
59571;Todd Alan Kidd;M;23.0;174.0;64.0;Australia;AUS;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
59579;Selemani Salum Kidunda;M;28.0;180.0;69.0;Tanzania;TAN;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
59651;Grzegorz Kiesa;M;30.0;190.0;99.0;Poland;POL;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
59722;Yakup Kili;M;22.0;177.0;57.0;Turkey;TUR;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;Bronze
59723;Adem Kl;M;22.0;185.0;72.0;Turkey;TUR;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
59723;Adem Kl;M;26.0;185.0;72.0;Turkey;TUR;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
59879;Kim Gi-Seok;M;20.0;170.0;51.0;South Korea;KOR;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
59879;Kim Gi-Seok;M;23.0;170.0;51.0;South Korea;KOR;2004 Summer;2004;Summer;Athina;Boxing Men's Flyweight;
59968;Kim Hye-Song;F;27.0;163.0;51.0;North Korea;PRK;2012 Summer;2012;Summer;London;Boxing Women's Flyweight;
60029;Kim Jeong-Ju;M;22.0;170.0;69.0;South Korea;KOR;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;Bronze
60029;Kim Jeong-Ju;M;26.0;170.0;69.0;South Korea;KOR;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;Bronze
60254;Kim Song-Guk;M;20.0;177.0;64.0;North Korea;PRK;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;Silver
60254;Kim Song-Guk;M;24.0;177.0;64.0;North Korea;PRK;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
60280;Kim Tae-Gyu;M;22.0;165.0;51.0;South Korea;KOR;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
60296;Kim Un-Chol;M;20.0;162.0;48.0;North Korea;PRK;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;Bronze
60308;Kim Won-Il;M;22.0;165.0;54.0;South Korea;KOR;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
60445;Mario Csar Kindeln Mesa;M;29.0;165.0;60.0;Cuba;CUB;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;Gold
60445;Mario Csar Kindeln Mesa;M;33.0;165.0;60.0;Cuba;CUB;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;Gold
60575;"Munga Frederick ""Fred"" Kinuthia";M;31.0;168.0;63.0;Kenya;KEN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
60977;"Sande Muhamed ""Sunday"" Kizito";M;25.0;150.0;48.0;Uganda;UGA;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
61026;"Spyridon ""Spyros"" Kladoukhas";M;23.0;185.0;91.0;Greece;GRE;2004 Summer;2004;Summer;Athina;Boxing Men's Heavyweight;
61317;Oleksandr Mykhailovych Kliuchko;M;24.0;170.0;60.0;Ukraine;UKR;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
61647;Tetiana Volodymyrivna Kob;F;28.0;161.0;51.0;Ukraine;UKR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Flyweight;
61697;Sebastian Kber;M;21.0;192.0;102.0;Germany;GER;2000 Summer;2000;Summer;Sydney;Boxing Men's Heavyweight;Bronze
61697;Sebastian Kber;M;25.0;192.0;102.0;Germany;GER;2004 Summer;2004;Summer;Athina;Boxing Men's Super-Heavyweight;
61732;Cengiz Ko;M;23.0;182.0;98.0;Germany;GER;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
62233;Enrico Klling;M;22.0;180.0;81.0;Germany;GER;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
62303;Mangte Chungneijang Mary Kom;F;29.0;158.0;51.0;India;IND;2012 Summer;2012;Summer;London;Boxing Women's Flyweight;Bronze
62420;Luk Konen;M;22.0;173.0;63.0;Czech Republic;CZE;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
62487;lie Konki;M;24.0;170.0;52.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
62625;Andrew Singh Kooner;M;21.0;165.0;54.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
62625;Andrew Singh Kooner;M;25.0;165.0;54.0;Canada;CAN;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
62828;Sergey Ivanovich Korneyev;M;23.0;186.0;;Belarus;BLR;2012 Summer;2012;Summer;London;Boxing Men's Heavyweight;
62845;Matvey Georgiyevich Korobov;M;25.0;179.0;75.0;Russia;RUS;2008 Summer;2008;Summer;Beijing;Boxing Men's Middleweight;
63143;Pavel Olegovich Kostromin;M;25.0;176.0;69.0;Belarus;BLR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
63181;Theodoros Kotakos;M;28.0;180.0;69.0;Greece;GRE;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
63189;Andriy Mykolaiovych Kotelnyk;M;22.0;171.0;60.0;Ukraine;UKR;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;Silver
63462;Gennady Gennadyevich Kovalyov;M;21.0;173.0;64.0;Russia;RUS;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
63462;Gennady Gennadyevich Kovalyov;M;25.0;173.0;64.0;Russia;RUS;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
63676;"Rudolf ""Rudi"" Kraj";M;22.0;186.0;81.0;Czech Republic;CZE;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;Silver
63731;Hamza Kramou;M;20.0;175.0;60.0;Algeria;ALG;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
63787;Emil Dankov Krastev;M;23.0;185.0;79.0;Bulgaria;BUL;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;
63891;Volodymyr Kravets;M;23.0;163.0;60.0;Ukraine;UKR;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
64484;K'onst'ant'ine K'up'at'adze;M;21.0;170.0;57.0;Georgia;GEO;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;
64596;Steven Kchler;M;24.0;176.0;67.0;Germany;GER;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
64860;Akn Kulolu;M;28.0;195.0;75.0;Turkey;TUR;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
64880;Akhil Kumar;M;23.0;165.0;54.0;India;IND;2004 Summer;2004;Summer;Athina;Boxing Men's Flyweight;
64880;Akhil Kumar;M;27.0;165.0;54.0;India;IND;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
64890;Dinesh Kumar;M;19.0;183.0;81.0;India;IND;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Heavyweight;
64892;Jitender Kumar;M;23.0;171.0;81.0;India;IND;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
64892;Jitender Kumar;M;26.0;171.0;81.0;India;IND;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
64893;Jitender Kumar;M;20.0;160.0;51.0;India;IND;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;
64894;Manoj Kumar Kaltagediya;M;25.0;172.0;64.0;India;IND;2012 Summer;2012;Summer;London;Boxing Men's Light-Welterweight;
64894;Manoj Kumar Kaltagediya;M;29.0;172.0;64.0;India;IND;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Welterweight;
65099;Shokhrat Kurbanov;M;33.0;176.0;81.0;Turkmenistan;TKM;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
65348;Aleksy Kuziemski;M;27.0;180.0;81.0;Poland;POL;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
65469;Kwak Hyok-Ju;M;20.0;162.0;48.0;North Korea;PRK;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
65584;Enrico La Cruz;M;22.0;181.0;60.0;Netherlands;NED;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
65585;Julio Csar La Cruz Peraza;M;22.0;182.0;81.0;Cuba;CUB;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
65585;Julio Csar La Cruz Peraza;M;26.0;182.0;81.0;Cuba;CUB;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;Gold
65640;Ceferino Dario Labarda;M;19.0;164.0;54.0;Argentina;ARG;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
65703;Mihaela Lctu;F;30.0;167.0;;Romania;ROU;2012 Summer;2012;Summer;London;Boxing Women's Lightweight;
65726;Hasnaa Lachgar;F;26.0;164.0;60.0;Morocco;MAR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Lightweight;
65773;"Jeffrey Scott ""Jeff"" Lacy";M;23.0;180.0;75.0;United States;USA;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
65796;Rogen Ladon;M;22.0;165.0;49.0;Philippines;PHI;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Flyweight;
65817;Andry Laffita Hernndez;M;30.0;162.0;51.0;Cuba;CUB;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;Silver
65964;Lai Chu-En;M;20.0;168.0;56.0;Chinese Taipei;TPE;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
66034;Pl Lakatos;M;32.0;162.0;48.0;Hungary;HUN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
66052;Anthresh Lalit Lakra;M;24.0;170.0;57.0;India;IND;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;
66071;Pauga Lalau;M;24.0;;;Samoa;SAM;2000 Summer;2000;Summer;Sydney;Boxing Men's Heavyweight;
66479;Ryan Langham;M;22.0;182.0;57.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;
66595;Peamwilai Laopeam;F;32.0;163.0;51.0;Thailand;THA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Flyweight;
66689;Jos Larduet Gmez;M;22.0;;;Cuba;CUB;2012 Summer;2012;Summer;London;Boxing Men's Heavyweight;
66977;Mehrullah Lassi;M;24.0;162.0;54.0;Pakistan;PAK;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
67016;Zhasurbek Latipov;M;20.0;;;Uzbekistan;UZB;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
67112;Anna Rosalie Eleonora Laurell-Nash;F;32.0;184.0;75.0;Sweden;SWE;2012 Summer;2012;Summer;London;Boxing Women's Middleweight;
67112;Anna Rosalie Eleonora Laurell-Nash;F;36.0;184.0;75.0;Sweden;SWE;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Middleweight;
67228;Jason Lavigilante;M;20.0;168.0;50.0;Mauritius;MRI;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
67289;Lukmon Lawal;M;23.0;;81.0;Nigeria;NGR;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
67292;Rasheed Olawale Lawal;M;24.0;170.0;60.0;Nigeria;NGR;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
67467;Aboubakr Al-Seddik Al-Lbida;M;32.0;;56.0;Morocco;MAR;2012 Summer;2012;Summer;London;Boxing Men's Bantamweight;
67673;Aleksandr Borisovich Lebzyak;M;31.0;188.0;81.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;Gold
67751;Andrs Avelino Ledesma Villalba;M;20.0;170.0;57.0;Colombia;COL;2000 Summer;2000;Summer;Sydney;Boxing Men's Featherweight;
67776;"Andrew ""Andy"" Lee";M;20.0;188.0;75.0;Ireland;IRL;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
68081;Lee Ok-Seong;M;27.0;172.0;51.0;South Korea;KOR;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;
68452;Lei Yuping;M;25.0;188.0;81.0;China;CHN;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
68624;"Braexir ""Romo"" Lemboumba";M;32.0;165.0;56.0;Gabon;GAB;2012 Summer;2012;Summer;London;Boxing Men's Bantamweight;
68781;Yankiel Len Alarcon;M;26.0;163.0;54.0;Cuba;CUB;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;Silver
68813;Aleksandr Leonov;M;22.0;170.0;63.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
68904;Arlan Lerio;M;23.0;162.0;51.0;Philippines;PHI;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
68905;Danilo Salamanca Lerio, Jr.;M;19.0;162.0;48.0;Philippines;PHI;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
69163;Vasily Alekseyevich Levit;M;28.0;185.0;91.0;Kazakhstan;KAZ;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Heavyweight;Silver
69218;Daniel Jason Lewis;M;22.0;178.0;75.0;Australia;AUS;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;
69416;Li Jinzi;F;22.0;176.0;75.0;China;CHN;2012 Summer;2012;Summer;London;Boxing Women's Middleweight;Bronze
69466;Li Qian;F;26.0;180.0;75.0;China;CHN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Middleweight;Bronze
69553;Li Yang;M;26.0;165.0;57.0;China;CHN;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;
69692;Andrzej Liczik;M;27.0;169.0;54.0;Poland;POL;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
70102;Johan Tanel Linde;M;29.0;198.0;;Australia;AUS;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;
70513;Anthony Little;M;23.0;180.0;62.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
70513;Anthony Little;M;27.0;180.0;62.0;Australia;AUS;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
70623;Liu Qiang;M;29.0;178.0;60.0;China;CHN;2012 Summer;2012;Summer;London;Boxing Men's Lightweight;
70646;Liu Wei;M;28.0;175.0;69.0;China;CHN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
70691;Liu Yuan;M;24.0;174.0;54.0;China;CHN;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
70800;Vqar Mursal lkbrov;M;19.0;178.0;91.0;Azerbaijan;AZE;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;Bronze
70800;Vqar Mursal lkbrov;M;23.0;178.0;91.0;Azerbaijan;AZE;2004 Summer;2004;Summer;Athina;Boxing Men's Heavyweight;
71127;Vasyl Anatoliyovich Lomachenko;M;20.0;170.0;60.0;Ukraine;UKR;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;Gold
71127;Vasyl Anatoliyovich Lomachenko;M;24.0;170.0;60.0;Ukraine;UKR;2012 Summer;2012;Summer;London;Boxing Men's Lightweight;Gold
71301;verton dos Santos Lopes;M;19.0;172.0;64.0;Brazil;BRA;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
71301;verton dos Santos Lopes;M;23.0;172.0;64.0;Brazil;BRA;2012 Summer;2012;Summer;London;Boxing Men's Light-Welterweight;
71328;Arlen Lpez Cardona;M;23.0;178.0;75.0;Cuba;CUB;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;Gold
71397;Juan Manuel Lpez Rivera;M;21.0;170.0;54.0;Puerto Rico;PUR;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
71431;Michel Lpez Nez;M;27.0;189.0;91.0;Cuba;CUB;2004 Summer;2004;Summer;Athina;Boxing Men's Super-Heavyweight;Bronze
71445;Patriz Adelis Lpez Rojas;M;23.0;174.0;64.0;Venezuela;VEN;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
71445;Patriz Adelis Lpez Rojas;M;27.0;174.0;64.0;Venezuela;VEN;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
71469;Teofimo Andrs Lpez Rivera;M;19.0;176.0;60.0;Honduras;HON;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
71549;Yovanny Lorenzo;M;19.0;180.0;67.0;Dominican Republic;DOM;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
71700;Patrick Chagas Valrio Loureno;M;23.0;164.0;49.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Flyweight;
71856;Rafael Lozano Muoz;M;30.0;150.0;48.0;Spain;ESP;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;Silver
71894;L Bin;M;21.0;165.0;49.0;China;CHN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Flyweight;
71952;Joseph Lubega;M;22.0;175.0;75.0;Uganda;UGA;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
72228;Digenes Lua Martnez;M;23.0;168.0;63.0;Cuba;CUB;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;Bronze
72374;Gheorghe Lungu;M;22.0;172.0;60.0;Romania;ROU;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
72468;Siphiwe Lusizi;M;23.0;178.0;;South Africa;RSA;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
72559;Lechedzani Luza;M;25.0;169.0;51.0;Botswana;BOT;2004 Summer;2004;Summer;Athina;Boxing Men's Flyweight;
72668;Aleksey Vladimirovich Lyozin;M;27.0;173.0;79.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
72806;Taylor Mabika;M;29.0;173.0;81.0;Gabon;GAB;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
72832;Michael Macaque;M;26.0;178.0;103.0;Mauritius;MRI;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
72936;Lus ngel Machado Cabrera;M;21.0;176.0;60.0;Venezuela;VEN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
73005;Scott MacIntosh;M;27.0;183.0;71.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
73204;Ezequiel Osvaldo Maderna;M;21.0;180.0;75.0;Argentina;ARG;2008 Summer;2008;Summer;Beijing;Boxing Men's Middleweight;
73223;Noureddine Madjhoud;M;24.0;170.0;57.0;Algeria;ALG;2000 Summer;2000;Summer;Sydney;Boxing Men's Featherweight;
73333;Gabriel Jos Maestre Prez;M;25.0;177.0;69.0;Venezuela;VEN;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
73333;Gabriel Jos Maestre Prez;M;29.0;177.0;69.0;Venezuela;VEN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
73360;Agnaldo Nunes Magalhes;M;24.0;168.0;60.0;Brazil;BRA;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
73421;Karlha Francesca Magliocco;F;26.0;157.0;;Venezuela;VEN;2012 Summer;2012;Summer;London;Boxing Women's Flyweight;
