ID;Name;Sex;Age;Height;Weight;Team;NOC;Games;Year;Season;City;Event;Medal
73478;Ramazan Magomedov;M;23.0;182.0;81.0;Belarus;BLR;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Heavyweight;
73553;Bongani Wonderboy Mahlangu;M;25.0;170.0;68.0;South Africa;RSA;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
73619;Mai Kangde;M;23.0;165.0;51.0;China;CHN;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
73807;Yevgeny Mikhaylovich Makarenko;M;28.0;196.0;81.0;Russia;RUS;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
73858;Dilshod Makhmudov;M;21.0;178.0;69.0;Uzbekistan;UZB;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
73858;Dilshod Makhmudov;M;25.0;178.0;69.0;Uzbekistan;UZB;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
73877;Precious Makina;M;22.0;;69.0;Zambia;ZAM;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
73957;Raimkul Khadoynazarovich Malakhbekov;M;26.0;168.0;54.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;Silver
74034;Aleksandr Ivanovich Maletin;M;25.0;170.0;64.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;Bronze
74034;Aleksandr Ivanovich Maletin;M;29.0;170.0;64.0;Russia;RUS;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
74187;Dival Forele Malonga Dzalamou;M;21.0;;;Congo (Brazzaville);CGO;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Welterweight;
74397;Valentino Manfredonia;M;26.0;180.0;81.0;Italy;ITA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
74414;Vincenzo Mangiacapre;M;23.0;171.0;64.0;Italy;ITA;2012 Summer;2012;Summer;London;Boxing Men's Light-Welterweight;Bronze
74414;Vincenzo Mangiacapre;M;27.0;171.0;64.0;Italy;ITA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
74620;Manuel Mantilla Rodrguez;M;26.0;165.0;51.0;Cuba;CUB;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
74658;Hctor Manzanilla Rangel;M;23.0;174.0;54.0;Venezuela;VEN;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
74691;Juliano Fernando Gento Mquina;M;18.0;169.0;;Mozambique;MOZ;2012 Summer;2012;Summer;London;Boxing Men's Light-Flyweight;
74900;Khadija Al-Mardi;F;25.0;183.0;75.0;Morocco;MAR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Middleweight;
74933;Abner Mares Martnez;M;18.0;164.0;54.0;Mexico;MEX;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
74958;Vladimir Margaryan;M;25.0;172.0;69.0;Armenia;ARM;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
75251;Mohamed Salah Marmouri;M;32.0;170.0;71.0;Tunisia;TUN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
75355;Eduard Antonio Marriaga Campo;M;19.0;176.0;60.0;Colombia;COL;2012 Summer;2012;Summer;London;Boxing Men's Lightweight;
75428;Savannah Rose Dee Marshall;F;21.0;181.0;75.0;Great Britain;GBR;2012 Summer;2012;Summer;London;Boxing Women's Middleweight;
75428;Savannah Rose Dee Marshall;F;25.0;181.0;75.0;Great Britain;GBR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Middleweight;
75723;Fernando Daniel Martnez;M;25.0;165.0;52.0;Argentina;ARG;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
75850;Yurberjen Herney Martnez Rivas;M;24.0;165.0;49.0;Colombia;COL;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Flyweight;Silver
75929;Vanes Norik Martirosyan;M;18.0;183.0;69.0;United States;USA;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
75992;Arajik Witali Marutjan;M;23.0;180.0;69.0;Germany;GER;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
76068;La Paene Masara;M;26.0;160.0;48.0;Indonesia;INA;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
76100;Oleh Valentynovych Mashkin;M;25.0;180.0;75.0;Ukraine;UKR;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
76215;Yousif Massas;M;21.0;174.0;71.0;Syria;SYR;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
76305;Wuttichai Masuk;M;26.0;175.0;64.0;Thailand;THA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Welterweight;
76314;ukasz Adam Maszczyk;M;23.0;166.0;50.0;Poland;POL;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Flyweight;
76394;Jeffrey Mathebula;M;21.0;178.0;57.0;South Africa;RSA;2000 Summer;2000;Summer;Sydney;Boxing Men's Featherweight;
76402;Jonas Matheus;M;26.0;170.0;55.0;Namibia;NAM;2012 Summer;2012;Summer;London;Boxing Men's Bantamweight;
76497;Erica dos Santos Matos;F;29.0;162.0;51.0;Brazil;BRA;2012 Summer;2012;Summer;London;Boxing Women's Flyweight;
76778;Volodymyr Mykolaiovich Matviichuk;M;33.0;171.0;64.0;Ukraine;UKR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Welterweight;
76786;Phumzile Matyhila;M;25.0;170.0;48.0;South Africa;RSA;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Flyweight;
76954;Brian Mayanja;M;21.0;168.0;57.0;Uganda;UGA;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;
76993;Mikaela Joslin Mayer;F;26.0;175.0;60.0;United States;USA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Lightweight;
77070;Ali Mazaheri;M;26.0;195.0;91.0;Iran;IRI;2008 Summer;2008;Summer;Beijing;Boxing Men's Heavyweight;
77070;Ali Mazaheri;M;30.0;195.0;91.0;Iran;IRI;2012 Summer;2012;Summer;London;Boxing Men's Heavyweight;
77087;Oleksiy Andriyovych Mazikin;M;25.0;180.0;91.0;Ukraine;UKR;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
77087;Oleksiy Andriyovych Mazikin;M;29.0;180.0;91.0;Ukraine;UKR;2004 Summer;2004;Summer;Athina;Boxing Men's Super-Heavyweight;
77176;Christian M'Billi-Assomo;M;21.0;175.0;75.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;
77182;John Mickael M'Bumba;M;25.0;185.0;91.0;France;FRA;2008 Summer;2008;Summer;Beijing;Boxing Men's Heavyweight;
77209;Judith Mbougnade;F;18.0;150.0;51.0;Central African Republic;CAF;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Flyweight;
77379;Pat McCormack;M;21.0;182.0;64.0;Great Britain;GBR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Welterweight;
77980;Mhmmdrsul Mcidov;M;25.0;190.0;91.0;Azerbaijan;AZE;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;Bronze
77980;Mhmmdrsul Mcidov;M;29.0;190.0;91.0;Azerbaijan;AZE;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Super-Heavyweight;
78092;Michael Medor;M;22.0;170.0;60.0;Mauritius;MRI;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
78338;Ahmed Al-Mejri;M;22.0;172.0;;Tunisia;TUN;2012 Summer;2012;Summer;London;Boxing Men's Lightweight;
78350;Yegor Leonidovich Mekhontsev;M;27.0;185.0;81.0;Russia;RUS;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;Gold
78431;Alberto Ezequiel Melin;M;22.0;170.0;56.0;Argentina;ARG;2012 Summer;2012;Summer;London;Boxing Men's Bantamweight;
78431;Alberto Ezequiel Melin;M;26.0;170.0;56.0;Argentina;ARG;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;
78441;Bektemir Ruzmatzhonovich Melikuziyev;M;20.0;177.0;75.0;Uzbekistan;UZB;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;Silver
78543;Furkan Ula Memi;M;17.0;167.0;51.0;Turkey;TUR;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;
78599;Argenis Alexander Mendez Zapata;M;18.0;175.0;54.0;Dominican Republic;DOM;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
78636;Blaise Yepmou Mendouo;M;27.0;183.0;92.0;Cameroon;CMR;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;
78650;Jonny Gabriel Mendoza Alvorado;M;21.0;168.0;51.0;Venezuela;VEN;2004 Summer;2004;Summer;Athina;Boxing Men's Flyweight;
78704;Meng Fanlong;M;24.0;190.0;81.0;China;CHN;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
79010;Hicham Mesbahi;M;19.0;166.0;51.0;Morocco;MAR;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
79010;Hicham Mesbahi;M;23.0;166.0;51.0;Morocco;MAR;2004 Summer;2004;Summer;Athina;Boxing Men's Flyweight;
79010;Hicham Mesbahi;M;27.0;166.0;51.0;Morocco;MAR;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
79011;Mohamed Mesbahi;M;31.0;180.0;75.0;Morocco;MAR;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
79032;Benamar Meskine;M;31.0;173.0;64.0;Algeria;ALG;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
79265;Jos Luis Meza Ochoa;M;23.0;165.0;48.0;Ecuador;ECU;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Flyweight;
79295;Bilel Al-Mhamdi;M;24.0;176.0;56.0;Tunisia;TUN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;
79322;Duke Micah;M;20.0;170.0;;Ghana;GHA;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
79355;Karolina Michalczuk;F;32.0;164.0;51.0;Poland;POL;2012 Summer;2012;Summer;London;Boxing Women's Flyweight;
79404;Serge Michel;M;27.0;181.0;81.0;Germany;GER;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
79534;Soltan Migitinov;M;23.0;175.0;;Azerbaijan;AZE;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
79595;Artour Mikaelian;M;30.0;169.0;54.0;Greece;GRE;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
79641;Sergey Mikhaylov;M;24.0;187.0;80.0;Uzbekistan;UZB;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;Bronze
79927;Paul James Miller;M;21.0;181.0;75.0;Australia;AUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
80084;Carlos Andrs Mina Caicedo;M;24.0;187.0;81.0;Ecuador;ECU;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
80248;Miguel ngel Miranda Guerra;M;20.0;161.0;48.0;Venezuela;VEN;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
80304;Yodgoroy Mirzayeva;F;20.0;160.0;51.0;Uzbekistan;UZB;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Flyweight;
80338;Andrey Mikhaylovich Mishin;M;21.0;180.0;71.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
80464;Yannick Audry Mitoumba Mbemy;M;25.0;167.0;67.0;Gabon;GAB;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
80675;Yuri Mladenov;M;23.0;171.0;57.0;Bulgaria;BUL;2000 Summer;2000;Summer;Sydney;Boxing Men's Featherweight;
80698;Elvin Mmizad;M;20.0;165.0;52.0;Azerbaijan;AZE;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
80698;Elvin Mmizad;M;24.0;165.0;52.0;Azerbaijan;AZE;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
80701;Aas Mmmdov;M;20.0;169.0;54.0;Turkey;TUR;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
80701;Aas Mmmdov;M;24.0;169.0;54.0;Azerbaijan;AZE;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;Bronze
80704;Samir Mmmdov;M;20.0;162.0;51.0;Azerbaijan;AZE;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;
80705;Teymur Mmmdov;M;19.0;196.0;91.0;Azerbaijan;AZE;2012 Summer;2012;Summer;London;Boxing Men's Heavyweight;Bronze
80705;Teymur Mmmdov;M;23.0;196.0;91.0;Azerbaijan;AZE;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
80859;Babak Moghimi;M;22.0;178.0;66.0;Iran;IRI;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
80901;Eslam Ahmad Ali Mohamed El-Gendy;M;22.0;170.0;64.0;Egypt;EGY;2012 Summer;2012;Summer;London;Boxing Men's Light-Welterweight;
80927;Walid Said Mohamed Sedik Mohamed;M;22.0;167.0;69.0;Egypt;EGY;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
81055;Moroke Jeremia Mokhotho;M;25.0;;;Lesotho;LES;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
81125;Bayron Molina Figueroa;M;19.0;;49.0;Honduras;HON;2012 Summer;2012;Summer;London;Boxing Men's Light-Flyweight;
81135;Javier Molina;M;18.0;175.0;64.0;United States;USA;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
81149;scar Molina Casillas;M;22.0;175.0;;Mexico;MEX;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
81408;Jeysson Antonio Monroy Varela;M;27.0;185.0;81.0;Colombia;COL;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
81514;Johnny Winston Mndez Montero;M;33.0;168.0;48.0;Dominican Republic;DOM;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Flyweight;
81751;Davilson dos Santos Morais;M;27.0;188.0;;Cape Verde;CPV;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Super-Heavyweight;
81769;Csar Morales Velsquez;M;21.0;165.0;54.0;Mexico;MEX;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
82141;Arashi Morisaka;M;20.0;176.0;56.0;Japan;JPN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;
82419;Rolande Moses;M;27.0;180.0;69.0;Grenada;GRN;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
82454;Isidro Mosquea Rodrguez;M;27.0;178.0;64.0;Dominican Republic;DOM;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
82462;Jos David Mosquera Mosquera;M;20.0;172.0;60.0;Colombia;COL;2004 Summer;2004;Summer;Athina;Boxing Men's Lightweight;
82474;Estelle Mossely;F;23.0;168.0;60.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Women's Lightweight;Gold
82496;Khotso Godfrey Motau;M;22.0;186.0;75.0;South Africa;RSA;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
82649;Driss Moussaid;M;20.0;;64.0;Morocco;MAR;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
82663;Amrou Moustafa Mahmoud;M;28.0;190.0;91.0;Egypt;EGY;2000 Summer;2000;Summer;Sydney;Boxing Men's Heavyweight;
83001;Joseph Mulema;M;25.0;178.0;69.0;Cameroon;CMR;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
83030;Peter Mllenberg;M;28.0;183.0;81.0;Netherlands;NED;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
83252;Daniyar Munaytbasov;M;24.0;178.0;67.0;Kazakhstan;KAZ;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
83324;Edgar Ramn Muoz Mata;M;20.0;184.0;81.0;Venezuela;VEN;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Heavyweight;
83324;Edgar Ramn Muoz Mata;M;32.0;184.0;81.0;Venezuela;VEN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Super-Heavyweight;
83442;Ryota Murata;M;26.0;182.0;;Japan;JPN;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;Gold
83583;"Joseph ""Joe"" Murray";M;21.0;173.0;54.0;Great Britain;GBR;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
83783;Bahram Muzaffer;M;22.0;188.0;81.0;Turkey;TUR;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Heavyweight;
83783;Bahram Muzaffer;M;25.0;188.0;81.0;Turkey;TUR;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;
83793;Benny Muziyo;M;23.0;;;Zambia;ZAM;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;
83813;Davis Mwale;M;32.0;178.0;64.0;Zambia;ZAM;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
83819;Meji Mwanba;M;30.0;195.0;115.0;Congo (Kinshasa);COD;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;
83931;Ruslan Myrsatayev;M;23.0;185.0;97.0;Kazakhstan;KAZ;2008 Summer;2008;Summer;Beijing;Boxing Men's Super-Heavyweight;
83953;Dmytro Yuriyovych Mytrofanov;M;26.0;173.0;75.0;Ukraine;UKR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;
84051;Hicham Nafil;M;29.0;180.0;64.0;Morocco;MAR;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
84415;Aleksan Nalbandyan;M;33.0;160.0;48.0;Armenia;ARM;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
84498;Kassim Napa Adam;M;24.0;162.0;57.0;Uganda;UGA;2000 Summer;2000;Summer;Sydney;Boxing Men's Featherweight;
84545;"Raymond ""Ray"" Narh";M;22.0;190.0;60.0;Ghana;GHA;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
84548;Daisuke Narimatsu;M;26.0;172.0;60.0;Japan;JPN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Lightweight;
84574;Omar Andrs Narvez;M;24.0;160.0;51.0;Argentina;ARG;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
84773;Jos Navarro;M;19.0;167.0;50.0;United States;USA;2000 Summer;2000;Summer;Sydney;Boxing Men's Flyweight;
84775;Juan de Dios Navarro Ramrez;M;20.0;172.0;64.0;Mexico;MEX;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
84782;Roberto Navarro Gonzlez;M;20.0;170.0;57.0;Dominican Republic;DOM;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;
84853;Sobirjon Nazarov;M;21.0;178.0;75.0;Tajikistan;TJK;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
84883;Hassan N'Dam N'Jikam;M;20.0;182.0;75.0;Cameroon;CMR;2004 Summer;2004;Summer;Athina;Boxing Men's Middleweight;
84883;Hassan N'Dam N'Jikam;M;32.0;182.0;75.0;Cameroon;CMR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;
85049;Ben Neequaye;M;20.0;186.0;63.0;Ghana;GHA;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Welterweight;
85050;Samuel Kotey Neequaye;M;25.0;;64.0;Ghana;GHA;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Welterweight;
85100;Carlos Jos Negrn Coln;M;21.0;196.0;81.0;Puerto Rico;PUR;2008 Summer;2008;Summer;Beijing;Boxing Men's Light-Heavyweight;
85150;Saifeddine Al-Nejmaoui;M;23.0;175.0;60.0;Tunisia;TUN;2004 Summer;2004;Summer;Athina;Boxing Men's Featherweight;
85150;Saifeddine Al-Nejmaoui;M;27.0;175.0;60.0;Tunisia;TUN;2008 Summer;2008;Summer;Beijing;Boxing Men's Lightweight;
85404;Julio Henriques Neto;M;30.0;164.0;52.0;Brazil;BRA;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
85404;Julio Henriques Neto;M;34.0;164.0;52.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Flyweight;
85538;"John Joseph ""Joe"" Nevin";M;19.0;170.0;54.0;Ireland;IRL;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
85538;"John Joseph ""Joe"" Nevin";M;23.0;170.0;54.0;Ireland;IRL;2012 Summer;2012;Summer;London;Boxing Men's Bantamweight;Silver
85662;Mpi Anauel Ngamissengue;M;20.0;170.0;;Congo (Brazzaville);CGO;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Middleweight;
85678;Petit Jess Ngnitedem;M;19.0;175.0;54.0;Gabon;GAB;2004 Summer;2004;Summer;Athina;Boxing Men's Bantamweight;
85694;Herman Ngoudjo;M;21.0;170.0;54.0;Cameroon;CMR;2000 Summer;2000;Summer;Sydney;Boxing Men's Bantamweight;
85701;Peter Kariuki Ngateri (-Kariz) Ngumi;M;23.0;185.0;75.0;Kenya;KEN;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
85761;Abdelillah Nhaila;M;26.0;;51.0;Morocco;MAR;2008 Summer;2008;Summer;Beijing;Boxing Men's Flyweight;
86217;Vladimir Olegovich Nikitin;M;26.0;165.0;56.0;Russia;RUS;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;Bronze
86547;Mihai Nistor;M;25.0;180.0;105.0;Romania;ROU;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Super-Heavyweight;
86589;Adilbek Sabitovich Niyazymbetov;M;23.0;180.0;81.0;Kazakhstan;KAZ;2012 Summer;2012;Summer;London;Boxing Men's Light-Heavyweight;Silver
86589;Adilbek Sabitovich Niyazymbetov;M;27.0;180.0;81.0;Kazakhstan;KAZ;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Light-Heavyweight;Silver
86610;Benson Gicharu Njangiru;M;27.0;168.0;56.0;Kenya;KEN;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
86610;Benson Gicharu Njangiru;M;31.0;168.0;56.0;Kenya;KEN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;
86633;Emanuel Thabiso Nketu;M;28.0;;54.0;Lesotho;LES;2008 Summer;2008;Summer;Beijing;Boxing Men's Bantamweight;
86732;Xavier Nol;M;28.0;183.0;69.0;France;FRA;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
86757;Juan Nogueira;M;28.0;186.0;91.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Heavyweight;
86772;Adam Nolan;M;25.0;184.0;;Ireland;IRL;2012 Summer;2012;Summer;London;Boxing Men's Welterweight;
87087;Anoushirvan Nourian;M;32.0;165.0;63.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Welterweight;
87167;Juan Camilo Novoa Aguinaga;M;22.0;177.0;69.0;Colombia;COL;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
87274;Salomo Salum Sutani N'tuve;M;23.0;181.0;52.0;Sweden;SWE;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;
87330;Argenis Casimiro Nez;M;26.0;175.0;82.0;Dominican Republic;DOM;2008 Summer;2008;Summer;Beijing;Boxing Men's Middleweight;
87368;Mahac Shamil Nuriddinovun;M;22.0;170.0;60.0;Azerbaijan;AZE;2000 Summer;2000;Summer;Sydney;Boxing Men's Lightweight;
87403;Magomed Nurutdinov;M;27.0;176.0;69.0;Belarus;BLR;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
87424;"Paulus ""Ali"" Nuumbembe";M;26.0;170.0;67.0;Namibia;NAM;2000 Summer;2000;Summer;Sydney;Boxing Men's Welterweight;
87458;Nyambayaryn Tgstsogt;M;20.0;168.0;52.0;Mongolia;MGL;2012 Summer;2012;Summer;London;Boxing Men's Flyweight;Silver
87579;Stphane N'Zue Mba;M;21.0;;71.0;Gabon;GAB;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Middleweight;
87919;Sofya Albertovna Ochigava;F;25.0;170.0;60.0;Russia;RUS;2012 Summer;2012;Summer;London;Boxing Women's Lightweight;Silver
88013;George Olwande Odindo;M;28.0;175.0;81.0;Kenya;KEN;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;
88188;Anthony Osezua Ojo Ogogo;M;23.0;181.0;;Great Britain;GBR;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;Bronze
88189;Edith Ogoke;F;21.0;;75.0;Nigeria;NGR;2012 Summer;2012;Summer;London;Boxing Women's Middleweight;
88317;Onoriode Ohwarieme;M;20.0;;95.0;Nigeria;NGR;2008 Summer;2008;Summer;Beijing;Boxing Men's Super-Heavyweight;
88369;Rasmus Ojemaye;M;31.0;175.0;91.0;Nigeria;NGR;2000 Summer;2000;Summer;Sydney;Boxing Men's Heavyweight;
88473;Lawrence Junior I. O. Okolie;M;23.0;195.0;91.0;Great Britain;GBR;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Heavyweight;
88476;Effiong Okon;M;19.0;;48.0;Nigeria;NGR;2004 Summer;2004;Summer;Athina;Boxing Men's Light-Flyweight;
88492;"Nicholas ""Nick"" Okoth";M;25.0;163.0;57.0;Kenya;KEN;2008 Summer;2008;Summer;Beijing;Boxing Men's Featherweight;
88547;Rayton Nduku Okwiri;M;30.0;172.0;69.0;Kenya;KEN;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Welterweight;
89013;Gbenga Oluokun;M;34.0;187.0;91.0;Nigeria;NGR;2004 Summer;2004;Summer;Athina;Boxing Men's Super-Heavyweight;
89033;"Gerard Anthony ""Ged"" O'Mahony";M;25.0;178.0;69.0;Australia;AUS;2004 Summer;2004;Summer;Athina;Boxing Men's Welterweight;
89033;"Gerard Anthony ""Ged"" O'Mahony";M;29.0;178.0;69.0;Australia;AUS;2008 Summer;2008;Summer;Beijing;Boxing Men's Welterweight;
89046;Abdul Omar;M;22.0;;;Ghana;GHA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Bantamweight;
89054;Magomed Shakhbanovich Omarov;M;22.0;195.0;93.0;Russia;RUS;2012 Summer;2012;Summer;London;Boxing Men's Super-Heavyweight;
89057;Paul Omba-Biongolo;M;20.0;189.0;91.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Boxing Men's Heavyweight;
89108;Darren O'Neill;M;26.0;184.0;;Ireland;IRL;2012 Summer;2012;Summer;London;Boxing Men's Middleweight;
89200;Constantin Onofrei;M;24.0;196.0;95.0;Romania;ROU;2000 Summer;2000;Summer;Sydney;Boxing Men's Super-Heavyweight;
89271;Jai Tapu Opetaia;M;17.0;188.0;;Australia;AUS;2012 Summer;2012;Summer;London;Boxing Men's Heavyweight;
89352;Olzhas Orazaliyev;M;20.0;182.0;81.0;Kazakhstan;KAZ;2000 Summer;2000;Summer;Sydney;Boxing Men's Light-Heavyweight;
89517;"Donald Grant ""Don"" Orr";M;23.0;180.0;75.0;Canada;CAN;2000 Summer;2000;Summer;Sydney;Boxing Men's Middleweight;
